gm102b,gm302b,gm502b,gm702b,time(sec)
3.71,3.7,3.68,2.12,2367
3.71,3.7,3.68,2.12,2368
3.72,3.7,3.67,2.13,2369
3.72,3.7,3.68,2.13,2370
3.71,3.7,3.68,2.12,2371
3.71,3.7,3.68,2.12,2372
3.72,3.7,3.68,2.12,2373
3.72,3.7,3.68,2.13,2374
3.72,3.7,3.68,2.12,2375
3.72,3.7,3.68,2.13,2376
3.72,3.7,3.68,2.13,2377
3.72,3.7,3.68,2.13,2378
3.72,3.7,3.68,2.12,2379
3.71,3.7,3.68,2.11,2380
3.71,3.7,3.67,2.1,2381
3.71,3.7,3.67,2.1,2382
3.71,3.7,3.67,2.12,2383
3.72,3.7,3.67,2.13,2384
3.72,3.7,3.67,2.13,2385
3.72,3.7,3.67,2.13,2386
3.72,3.7,3.67,2.13,2387
3.72,3.7,3.68,2.13,2388
3.72,3.7,3.67,2.12,2389
3.71,3.7,3.68,2.12,2390
3.71,3.7,3.67,2.11,2391
3.7,3.7,3.67,2.1,2392
3.7,3.7,3.67,2.1,2393
3.7,3.7,3.67,2.12,2394
3.71,3.7,3.67,2.13,2395
3.71,3.7,3.67,2.13,2396
3.71,3.7,3.67,2.13,2397
3.71,3.7,3.67,2.13,2398
3.72,3.7,3.67,2.13,2399
3.73,3.7,3.68,2.14,2400
3.74,3.71,3.68,2.14,2401
3.74,3.71,3.68,2.14,2402
3.73,3.71,3.68,2.13,2403
3.73,3.71,3.68,2.13,2404
3.73,3.71,3.68,2.14,2405
3.72,3.71,3.68,2.14,2406
3.71,3.71,3.68,2.13,2407
3.71,3.7,3.68,2.13,2408
3.72,3.71,3.68,2.14,2409
3.72,3.71,3.68,2.13,2410
3.71,3.7,3.68,2.13,2411
3.71,3.7,3.68,2.13,2412
3.71,3.7,3.68,2.13,2413
3.71,3.7,3.68,2.12,2414
3.7,3.7,3.68,2.13,2415
3.71,3.7,3.68,2.12,2416
3.72,3.7,3.68,2.13,2417
3.73,3.71,3.68,2.14,2418
3.74,3.71,3.68,2.15,2419
3.74,3.71,3.68,2.15,2420
3.72,3.71,3.69,2.14,2421
3.71,3.7,3.68,2.13,2422
3.71,3.7,3.68,2.13,2423
3.71,3.7,3.68,2.13,2424
3.71,3.7,3.68,2.13,2425
3.71,3.7,3.68,2.13,2426
3.71,3.7,3.68,2.13,2427
3.71,3.7,3.68,2.12,2428
3.71,3.7,3.68,2.12,2429
3.71,3.7,3.68,2.13,2430
3.72,3.7,3.68,2.14,2431
3.72,3.7,3.68,2.14,2432
3.71,3.7,3.69,2.14,2433
3.7,3.7,3.69,2.13,2434
3.71,3.7,3.68,2.13,2435
3.71,3.7,3.68,2.14,2436
3.7,3.7,3.68,2.12,2437
3.7,3.7,3.68,2.12,2438
3.7,3.69,3.68,2.1,2439
3.7,3.69,3.67,2.1,2440
3.7,3.69,3.66,2.09,2441
3.7,3.69,3.66,2.1,2442
3.7,3.7,3.66,2.1,2443
3.7,3.69,3.66,2.11,2444
3.71,3.7,3.67,2.11,2445
3.71,3.69,3.67,2.11,2446
3.7,3.7,3.67,2.11,2447
3.7,3.7,3.66,2.11,2448
3.7,3.69,3.66,2.1,2449
3.69,3.69,3.66,2.09,2450
3.69,3.69,3.66,2.09,2451
3.69,3.69,3.65,2.09,2452
3.7,3.69,3.66,2.1,2453
3.7,3.69,3.66,2.11,2454
3.7,3.69,3.66,2.12,2455
3.7,3.69,3.66,2.11,2456
3.7,3.7,3.66,2.12,2457
3.7,3.69,3.66,2.11,2458
3.7,3.69,3.66,2.1,2459
3.7,3.69,3.66,2.1,2460
3.7,3.69,3.66,2.11,2461
3.71,3.69,3.66,2.11,2462
3.7,3.7,3.66,2.11,2463
3.7,3.7,3.66,2.12,2464
3.7,3.69,3.66,2.11,2465
3.7,3.7,3.66,2.12,2466
3.71,3.7,3.66,2.13,2467
3.71,3.7,3.67,2.13,2468
3.7,3.69,3.67,2.11,2469
3.7,3.69,3.67,2.11,2470
3.7,3.7,3.67,2.12,2471
3.7,3.69,3.67,2.12,2472
3.7,3.69,3.67,2.12,2473
3.7,3.69,3.67,2.12,2474
3.7,3.69,3.67,2.12,2475
3.7,3.69,3.67,2.11,2476
3.7,3.69,3.66,2.1,2477
3.7,3.69,3.66,2.09,2478
3.7,3.69,3.66,2.1,2479
3.7,3.69,3.66,2.11,2480
3.7,3.69,3.66,2.11,2481
3.7,3.69,3.66,2.11,2482
3.71,3.69,3.66,2.11,2483
3.7,3.69,3.66,2.11,2484
3.7,3.69,3.66,2.1,2485
3.7,3.69,3.66,2.09,2486
3.7,3.69,3.65,2.09,2487
3.7,3.69,3.65,2.1,2488
3.71,3.69,3.66,2.11,2489
3.71,3.69,3.66,2.12,2490
3.71,3.7,3.66,2.12,2491
3.71,3.69,3.66,2.12,2492
3.7,3.69,3.66,2.11,2493
3.7,3.69,3.66,2.11,2494
3.69,3.69,3.66,2.09,2495
3.69,3.68,3.66,2.08,2496
3.69,3.68,3.65,2.07,2497
3.68,3.68,3.64,2.06,2498
3.69,3.68,3.64,2.07,2499
3.69,3.68,3.64,2.09,2500
3.7,3.68,3.64,2.1,2501
3.71,3.69,3.64,2.11,2502
3.71,3.69,3.65,2.11,2503
3.7,3.7,3.65,2.12,2504
3.7,3.69,3.65,2.12,2505
3.71,3.69,3.65,2.12,2506
3.71,3.7,3.66,2.12,2507
3.71,3.7,3.66,2.13,2508
3.71,3.7,3.66,2.12,2509
3.7,3.7,3.66,2.12,2510
3.7,3.7,3.66,2.11,2511
3.7,3.7,3.66,2.11,2512
3.7,3.69,3.66,2.11,2513
3.71,3.69,3.66,2.12,2514
3.71,3.69,3.67,2.12,2515
3.7,3.69,3.66,2.12,2516
3.7,3.69,3.67,2.12,2517
3.7,3.69,3.66,2.11,2518
3.7,3.69,3.66,2.11,2519
3.69,3.69,3.66,2.1,2520
3.69,3.68,3.66,2.09,2521
3.69,3.68,3.66,2.09,2522
3.68,3.68,3.65,2.08,2523
3.68,3.68,3.65,2.08,2524
3.68,3.68,3.64,2.08,2525
3.68,3.68,3.65,2.08,2526
3.69,3.68,3.65,2.09,2527
3.69,3.67,3.65,2.09,2528
3.68,3.68,3.64,2.09,2529
3.68,3.68,3.64,2.08,2530
3.68,3.67,3.64,2.08,2531
3.68,3.67,3.64,2.07,2532
3.68,3.67,3.64,2.08,2533
3.68,3.67,3.63,2.07,2534
3.69,3.68,3.63,2.08,2535
3.7,3.68,3.63,2.09,2536
3.7,3.69,3.64,2.1,2537
3.7,3.68,3.64,2.11,2538
3.7,3.69,3.64,2.11,2539
3.7,3.69,3.65,2.11,2540
3.71,3.69,3.65,2.11,2541
3.7,3.69,3.65,2.1,2542
3.7,3.69,3.65,2.1,2543
3.7,3.69,3.65,2.1,2544
3.7,3.69,3.65,2.09,2545
3.7,3.69,3.65,2.09,2546
3.7,3.69,3.65,2.09,2547
3.71,3.69,3.64,2.1,2548
3.7,3.69,3.64,2.1,2549
3.7,3.69,3.65,2.1,2550
3.7,3.69,3.65,2.11,2551
3.7,3.69,3.65,2.1,2552
3.7,3.69,3.65,2.09,2553
3.69,3.69,3.64,2.09,2554
3.69,3.68,3.64,2.08,2555
3.68,3.68,3.64,2.07,2556
3.67,3.67,3.64,2.06,2557
3.66,3.67,3.63,2.05,2558
3.66,3.67,3.62,2.05,2559
3.68,3.67,3.62,2.07,2560
3.69,3.67,3.62,2.07,2561
3.68,3.67,3.62,2.08,2562
3.69,3.67,3.63,2.08,2563
3.69,3.68,3.63,2.09,2564
3.69,3.68,3.64,2.09,2565
3.68,3.68,3.64,2.09,2566
3.68,3.67,3.64,2.08,2567
3.67,3.67,3.64,2.09,2568
3.68,3.67,3.64,2.1,2569
3.69,3.68,3.65,2.1,2570
3.68,3.67,3.65,2.08,2571
3.67,3.67,3.64,2.07,2572
3.67,3.67,3.64,2.07,2573
3.68,3.67,3.64,2.08,2574
3.69,3.68,3.63,2.09,2575
3.69,3.68,3.64,2.09,2576
3.69,3.68,3.64,2.09,2577
3.69,3.67,3.64,2.09,2578
3.69,3.67,3.64,2.09,2579
3.68,3.67,3.64,2.08,2580
3.68,3.67,3.64,2.08,2581
3.68,3.67,3.63,2.08,2582
3.68,3.67,3.64,2.08,2583
3.68,3.67,3.64,2.09,2584
3.68,3.67,3.64,2.1,2585
3.68,3.67,3.64,2.09,2586
3.69,3.68,3.64,2.11,2587
3.7,3.68,3.65,2.11,2588
3.7,3.68,3.65,2.1,2589
3.7,3.68,3.65,2.1,2590
3.7,3.68,3.65,2.09,2591
3.69,3.68,3.65,2.07,2592
3.68,3.68,3.64,2.07,2593
3.68,3.68,3.63,2.07,2594
3.68,3.68,3.63,2.08,2595
3.68,3.67,3.63,2.08,2596
3.68,3.68,3.63,2.08,2597
3.68,3.67,3.63,2.08,2598
3.67,3.67,3.63,2.08,2599
3.67,3.67,3.63,2.07,2600
3.68,3.67,3.63,2.08,2601
3.68,3.67,3.63,2.09,2602
3.69,3.68,3.64,2.1,2603
3.69,3.68,3.64,2.1,2604
3.68,3.67,3.64,2.1,2605
3.68,3.67,3.64,2.1,2606
3.67,3.67,3.64,2.09,2607
3.67,3.67,3.64,2.07,2608
3.67,3.67,3.64,2.07,2609
3.67,3.66,3.64,2.06,2610
3.67,3.66,3.63,2.07,2611
3.67,3.66,3.63,2.07,2612
3.68,3.67,3.63,2.08,2613
3.68,3.67,3.63,2.08,2614
3.68,3.67,3.63,2.08,2615
3.68,3.67,3.63,2.08,2616
3.68,3.67,3.63,2.08,2617
3.67,3.67,3.63,2.07,2618
3.66,3.66,3.63,2.06,2619
3.66,3.66,3.62,2.06,2620
3.66,3.66,3.62,2.06,2621
3.66,3.66,3.62,2.06,2622
3.67,3.66,3.62,2.07,2623
3.67,3.66,3.62,2.07,2624
3.67,3.66,3.62,2.06,2625
3.66,3.66,3.62,2.06,2626
3.66,3.65,3.62,2.05,2627
3.66,3.65,3.62,2.05,2628
3.66,3.65,3.61,2.05,2629
3.67,3.66,3.61,2.05,2630
3.68,3.66,3.61,2.06,2631
3.68,3.66,3.61,2.07,2632
3.68,3.67,3.62,2.08,2633
3.68,3.67,3.62,2.09,2634
3.68,3.67,3.62,2.08,2635
3.69,3.67,3.63,2.08,2636
3.69,3.67,3.63,2.08,2637
3.69,3.67,3.63,2.07,2638
3.68,3.67,3.62,2.06,2639
3.67,3.67,3.62,2.05,2640
3.65,3.66,3.62,2.04,2641
3.65,3.66,3.61,2.04,2642
3.64,3.65,3.6,2.04,2643
3.64,3.65,3.61,2.05,2644
3.65,3.65,3.6,2.04,2645
3.65,3.65,3.6,2.04,2646
3.65,3.65,3.6,2.04,2647
3.66,3.65,3.6,2.05,2648
3.67,3.66,3.6,2.06,2649
3.67,3.65,3.61,2.06,2650
3.67,3.65,3.61,2.07,2651
3.67,3.65,3.61,2.07,2652
3.67,3.66,3.61,2.07,2653
3.67,3.66,3.61,2.07,2654
3.67,3.66,3.62,2.08,2655
3.67,3.66,3.62,2.08,2656
3.68,3.67,3.62,2.09,2657
3.69,3.67,3.63,2.09,2658
3.69,3.67,3.63,2.1,2659
3.69,3.67,3.64,2.11,2660
3.7,3.68,3.64,2.11,2661
3.7,3.68,3.65,2.1,2662
3.69,3.68,3.65,2.09,2663
3.69,3.68,3.64,2.09,2664
3.69,3.68,3.64,2.1,2665
3.69,3.68,3.64,2.1,2666
3.69,3.68,3.64,2.1,2667
3.69,3.68,3.64,2.1,2668
3.69,3.68,3.64,2.1,2669
3.69,3.68,3.64,2.1,2670
3.68,3.67,3.64,2.09,2671
3.69,3.67,3.64,2.09,2672
3.68,3.68,3.64,2.1,2673
3.69,3.68,3.64,2.1,2674
3.69,3.68,3.65,2.1,2675
3.69,3.68,3.64,2.1,2676
3.68,3.68,3.65,2.11,2677
3.69,3.68,3.65,2.11,2678
3.69,3.68,3.65,2.11,2679
3.7,3.68,3.65,2.1,2680
3.69,3.68,3.65,2.1,2681
3.69,3.68,3.65,2.1,2682
3.69,3.68,3.65,2.1,2683
3.69,3.68,3.65,2.1,2684
3.69,3.68,3.65,2.11,2685
3.68,3.67,3.65,2.1,2686
3.68,3.67,3.65,2.09,2687
3.68,3.67,3.64,2.09,2688
3.68,3.67,3.64,2.08,2689
3.68,3.67,3.64,2.08,2690
3.68,3.67,3.64,2.09,2691
3.68,3.67,3.64,2.08,2692
3.68,3.67,3.64,2.08,2693
3.67,3.67,3.64,2.08,2694
3.67,3.67,3.64,2.08,2695
3.68,3.67,3.64,2.08,2696
3.67,3.67,3.64,2.08,2697
3.67,3.67,3.63,2.08,2698
3.67,3.66,3.63,2.07,2699
3.66,3.66,3.63,2.06,2700
3.67,3.66,3.62,2.06,2701
3.68,3.66,3.62,2.08,2702
3.69,3.67,3.62,2.09,2703
3.69,3.67,3.63,2.1,2704
3.69,3.67,3.63,2.1,2705
3.69,3.67,3.63,2.09,2706
3.68,3.67,3.63,2.09,2707
3.68,3.67,3.63,2.08,2708
3.67,3.67,3.63,2.08,2709
3.67,3.66,3.63,2.09,2710
3.67,3.67,3.63,2.08,2711
3.66,3.67,3.63,2.08,2712
3.66,3.66,3.63,2.08,2713
3.66,3.66,3.62,2.07,2714
3.66,3.66,3.62,2.08,2715
3.67,3.66,3.62,2.09,2716
3.68,3.67,3.63,2.1,2717
3.68,3.67,3.63,2.1,2718
3.68,3.66,3.64,2.09,2719
3.68,3.67,3.64,2.08,2720
3.67,3.67,3.64,2.08,2721
3.68,3.66,3.64,2.09,2722
3.67,3.67,3.63,2.09,2723
3.67,3.67,3.63,2.08,2724
3.67,3.66,3.63,2.07,2725
3.66,3.66,3.63,2.07,2726
3.66,3.66,3.62,2.07,2727
3.67,3.66,3.62,2.07,2728
3.67,3.66,3.62,2.09,2729
3.68,3.66,3.62,2.09,2730
3.68,3.66,3.63,2.09,2731
3.67,3.66,3.62,2.09,2732
3.68,3.66,3.63,2.09,2733
3.68,3.66,3.63,2.09,2734
3.68,3.66,3.63,2.1,2735
3.68,3.66,3.63,2.1,2736
3.68,3.67,3.64,2.1,2737
3.68,3.66,3.64,2.11,2738
3.68,3.67,3.64,2.1,2739
3.68,3.67,3.64,2.1,2740
3.68,3.67,3.64,2.1,2741
3.68,3.67,3.64,2.1,2742
3.69,3.67,3.64,2.1,2743
3.7,3.68,3.64,2.11,2744
3.69,3.67,3.65,2.11,2745
3.69,3.67,3.65,2.11,2746
3.68,3.67,3.65,2.11,2747
3.69,3.68,3.64,2.11,2748
3.69,3.67,3.65,2.11,2749
3.68,3.67,3.64,2.09,2750
3.68,3.67,3.64,2.09,2751
3.68,3.67,3.64,2.09,2752
3.68,3.67,3.64,2.09,2753
3.68,3.67,3.64,2.09,2754
3.68,3.67,3.64,2.09,2755
3.68,3.67,3.64,2.09,2756
3.68,3.67,3.63,2.1,2757
3.68,3.67,3.64,2.09,2758
3.68,3.67,3.63,2.09,2759
3.67,3.67,3.63,2.08,2760
3.67,3.66,3.63,2.07,2761
3.66,3.66,3.63,2.07,2762
3.65,3.65,3.62,2.06,2763
3.65,3.65,3.62,2.06,2764
3.65,3.65,3.62,2.07,2765
3.67,3.66,3.62,2.08,2766
3.68,3.67,3.62,2.09,2767
3.68,3.66,3.63,2.1,2768
3.68,3.67,3.63,2.11,2769
3.68,3.67,3.64,2.11,2770
3.68,3.67,3.64,2.1,2771
3.68,3.67,3.64,2.1,2772
3.7,3.68,3.64,2.1,2773
3.7,3.68,3.64,2.1,2774
3.7,3.68,3.64,2.11,2775
3.7,3.68,3.64,2.1,2776
3.7,3.68,3.64,2.1,2777
3.7,3.68,3.64,2.1,2778
3.69,3.68,3.64,2.1,2779
3.68,3.68,3.64,2.1,2780
3.66,3.67,3.64,2.09,2781
3.66,3.66,3.64,2.09,2782
3.67,3.67,3.63,2.08,2783
3.67,3.67,3.63,2.07,2784
3.68,3.67,3.63,2.09,2785
3.69,3.67,3.63,2.09,2786
3.7,3.68,3.63,2.11,2787
3.7,3.68,3.64,2.12,2788
3.7,3.68,3.64,2.12,2789
3.7,3.68,3.64,2.12,2790
3.7,3.68,3.65,2.11,2791
3.69,3.68,3.65,2.11,2792
3.69,3.68,3.64,2.11,2793
3.69,3.68,3.64,2.11,2794
3.69,3.68,3.65,2.1,2795
3.69,3.68,3.64,2.1,2796
3.68,3.68,3.64,2.09,2797
3.68,3.67,3.64,2.09,2798
3.68,3.68,3.64,2.09,2799
3.68,3.67,3.64,2.09,2800
3.68,3.67,3.64,2.1,2801
3.68,3.68,3.64,2.11,2802
3.69,3.68,3.64,2.1,2803
3.69,3.68,3.64,2.08,2804
3.67,3.66,3.64,2.07,2805
3.66,3.66,3.63,2.06,2806
3.66,3.66,3.63,2.07,2807
3.67,3.66,3.62,2.08,2808
3.67,3.66,3.62,2.08,2809
3.67,3.66,3.62,2.08,2810
3.67,3.66,3.62,2.08,2811
3.68,3.67,3.62,2.09,2812
3.68,3.67,3.62,2.09,2813
3.69,3.67,3.63,2.09,2814
3.7,3.67,3.63,2.09,2815
3.7,3.68,3.63,2.09,2816
3.7,3.68,3.63,2.09,2817
3.69,3.68,3.63,2.08,2818
3.69,3.68,3.62,2.07,2819
3.69,3.68,3.62,2.08,2820
3.7,3.68,3.62,2.09,2821
3.7,3.68,3.62,2.1,2822
3.69,3.68,3.63,2.1,2823
3.68,3.68,3.63,2.09,2824
3.67,3.67,3.63,2.08,2825
3.66,3.66,3.63,2.07,2826
3.65,3.66,3.62,2.05,2827
3.65,3.66,3.61,2.07,2828
3.66,3.66,3.62,2.07,2829
3.66,3.66,3.61,2.07,2830
3.67,3.66,3.62,2.08,2831
3.67,3.66,3.62,2.09,2832
3.68,3.67,3.62,2.09,2833
3.67,3.66,3.62,2.09,2834
3.67,3.66,3.62,2.09,2835
3.67,3.66,3.62,2.09,2836
3.67,3.66,3.63,2.08,2837
3.67,3.66,3.62,2.08,2838
3.68,3.66,3.62,2.08,2839
3.68,3.67,3.62,2.09,2840
3.68,3.67,3.63,2.1,2841
3.68,3.67,3.63,2.1,2842
3.68,3.67,3.64,2.1,2843
3.68,3.67,3.63,2.1,2844
3.68,3.66,3.63,2.1,2845
3.68,3.67,3.63,2.09,2846
3.67,3.66,3.63,2.08,2847
3.67,3.66,3.63,2.08,2848
3.67,3.66,3.63,2.07,2849
3.67,3.66,3.62,2.08,2850
3.68,3.67,3.62,2.09,2851
3.69,3.67,3.63,2.09,2852
3.68,3.67,3.63,2.09,2853
3.68,3.67,3.63,2.1,2854
3.68,3.67,3.63,2.1,2855
3.68,3.67,3.63,2.11,2856
3.69,3.67,3.64,2.1,2857
3.68,3.67,3.64,2.09,2858
3.68,3.67,3.64,2.08,2859
3.67,3.66,3.63,2.06,2860
3.65,3.66,3.63,2.06,2861
3.66,3.66,3.62,2.07,2862
3.67,3.66,3.61,2.08,2863
3.68,3.66,3.62,2.09,2864
3.67,3.66,3.62,2.09,2865
3.68,3.67,3.62,2.09,2866
3.67,3.66,3.62,2.09,2867
3.68,3.66,3.62,2.09,2868
3.67,3.66,3.63,2.07,2869
3.66,3.66,3.62,2.06,2870
3.66,3.66,3.62,2.06,2871
3.67,3.66,3.61,2.08,2872
3.68,3.66,3.62,2.08,2873
3.68,3.66,3.62,2.09,2874
3.68,3.67,3.62,2.1,2875
3.68,3.67,3.62,2.1,2876
3.69,3.67,3.62,2.09,2877
3.69,3.67,3.63,2.09,2878
3.68,3.67,3.63,2.09,2879
3.67,3.67,3.62,2.09,2880
3.68,3.67,3.62,2.1,2881
3.69,3.67,3.63,2.1,2882
3.68,3.67,3.62,2.09,2883
3.68,3.67,3.63,2.09,2884
3.68,3.67,3.63,2.09,2885
3.68,3.67,3.63,2.09,2886
3.68,3.67,3.63,2.09,2887
3.68,3.67,3.63,2.09,2888
3.68,3.67,3.63,2.1,2889
3.67,3.66,3.63,2.1,2890
3.67,3.66,3.63,2.1,2891
3.67,3.66,3.63,2.1,2892
3.67,3.66,3.63,2.1,2893
3.67,3.66,3.63,2.08,2894
3.67,3.66,3.63,2.08,2895
3.67,3.66,3.62,2.08,2896
3.67,3.66,3.62,2.08,2897
3.68,3.66,3.62,2.09,2898
3.68,3.67,3.63,2.09,2899
3.68,3.67,3.63,2.1,2900
3.68,3.67,3.63,2.1,2901
3.69,3.67,3.63,2.1,2902
3.68,3.67,3.63,2.1,2903
3.67,3.67,3.63,2.09,2904
3.67,3.67,3.63,2.09,2905
3.68,3.67,3.63,2.09,2906
3.68,3.67,3.63,2.11,2907
3.69,3.68,3.63,2.11,2908
3.7,3.68,3.63,2.12,2909
3.69,3.67,3.64,2.11,2910
3.68,3.67,3.64,2.1,2911
3.66,3.66,3.64,2.08,2912
3.66,3.66,3.63,2.09,2913
3.66,3.66,3.63,2.08,2914
3.64,3.65,3.62,2.05,2915
3.64,3.65,3.61,2.04,2916
3.63,3.64,3.61,2.03,2917
3.63,3.64,3.6,2.04,2918
3.65,3.64,3.6,2.06,2919
3.66,3.65,3.61,2.07,2920
3.66,3.65,3.6,2.07,2921
3.65,3.64,3.6,2.07,2922
3.65,3.65,3.61,2.07,2923
3.65,3.65,3.61,2.07,2924
3.66,3.65,3.61,2.08,2925
3.66,3.64,3.61,2.07,2926
3.65,3.65,3.61,2.07,2927
3.65,3.64,3.61,2.05,2928
3.64,3.64,3.61,2.05,2929
3.65,3.64,3.6,2.06,2930
3.65,3.64,3.6,2.06,2931
3.65,3.64,3.6,2.07,2932
3.65,3.64,3.61,2.07,2933
3.65,3.64,3.6,2.08,2934
3.65,3.64,3.61,2.08,2935
3.65,3.64,3.61,2.09,2936
3.65,3.64,3.62,2.08,2937
3.66,3.64,3.62,2.08,2938
3.66,3.64,3.62,2.07,2939
3.65,3.65,3.61,2.06,2940
3.65,3.64,3.61,2.06,2941
3.65,3.64,3.61,2.05,2942
3.65,3.65,3.61,2.06,2943
3.66,3.65,3.61,2.07,2944
3.66,3.64,3.61,2.07,2945
3.65,3.64,3.61,2.07,2946
3.65,3.64,3.6,2.07,2947
3.65,3.65,3.6,2.08,2948
3.66,3.65,3.61,2.08,2949
3.67,3.65,3.61,2.08,2950
3.67,3.65,3.61,2.09,2951
3.66,3.65,3.61,2.08,2952
3.66,3.65,3.61,2.07,2953
3.65,3.65,3.61,2.07,2954
3.66,3.65,3.61,2.07,2955
3.66,3.65,3.61,2.06,2956
3.65,3.65,3.61,2.06,2957
3.65,3.65,3.61,2.07,2958
3.66,3.65,3.61,2.07,2959
3.65,3.65,3.61,2.07,2960
3.65,3.65,3.61,2.06,2961
3.65,3.65,3.61,2.07,2962
3.66,3.65,3.61,2.07,2963
3.66,3.65,3.61,2.07,2964
3.66,3.65,3.61,2.07,2965
3.66,3.65,3.6,2.06,2966
3.66,3.65,3.61,2.07,2967
3.67,3.65,3.61,2.08,2968
3.66,3.65,3.61,2.08,2969
3.66,3.65,3.61,2.08,2970
3.65,3.65,3.61,2.07,2971
3.65,3.65,3.61,2.07,2972
3.65,3.65,3.61,2.08,2973
3.65,3.65,3.61,2.08,2974
3.66,3.65,3.61,2.08,2975
3.66,3.65,3.61,2.09,2976
3.66,3.65,3.62,2.09,2977
3.66,3.65,3.62,2.08,2978
3.66,3.65,3.62,2.08,2979
3.66,3.65,3.62,2.08,2980
3.66,3.65,3.62,2.08,2981
3.66,3.65,3.61,2.08,2982
3.65,3.65,3.61,2.07,2983
3.65,3.65,3.61,2.07,2984
3.65,3.65,3.61,2.07,2985
3.66,3.65,3.61,2.08,2986
3.66,3.65,3.62,2.08,2987
3.66,3.65,3.62,2.08,2988
3.66,3.65,3.61,2.09,2989
3.66,3.65,3.62,2.1,2990
3.66,3.65,3.62,2.1,2991
3.66,3.65,3.62,2.09,2992
3.67,3.65,3.63,2.09,2993
3.67,3.66,3.62,2.1,2994
3.67,3.66,3.62,2.1,2995
3.67,3.65,3.62,2.09,2996
3.67,3.66,3.62,2.09,2997
3.66,3.65,3.62,2.08,2998
3.66,3.66,3.62,2.08,2999
3.66,3.65,3.61,2.08,3000
3.66,3.65,3.61,2.08,3001
3.66,3.65,3.61,2.08,3002
3.65,3.65,3.61,2.07,3003
3.65,3.65,3.61,2.08,3004
3.66,3.65,3.61,2.08,3005
3.66,3.65,3.61,2.08,3006
3.66,3.65,3.61,2.09,3007
3.66,3.65,3.61,2.08,3008
3.65,3.65,3.61,2.08,3009
3.65,3.65,3.61,2.07,3010
3.65,3.65,3.61,2.06,3011
3.65,3.65,3.61,2.07,3012
3.65,3.65,3.61,2.06,3013
3.65,3.65,3.61,2.06,3014
3.65,3.64,3.6,2.05,3015
3.65,3.64,3.6,2.05,3016
3.65,3.64,3.6,2.05,3017
3.64,3.64,3.6,2.05,3018
3.64,3.64,3.6,2.05,3019
3.64,3.64,3.59,2.05,3020
3.63,3.63,3.59,2.05,3021
3.63,3.63,3.59,2.04,3022
3.63,3.63,3.59,2.04,3023
3.63,3.63,3.59,2.04,3024
3.63,3.63,3.59,2.05,3025
3.64,3.63,3.59,2.05,3026
3.63,3.63,3.59,2.04,3027
3.62,3.63,3.58,2.03,3028
3.63,3.62,3.58,2.04,3029
3.64,3.63,3.58,2.05,3030
3.64,3.63,3.59,2.05,3031
3.64,3.63,3.59,2.05,3032
3.64,3.63,3.59,2.05,3033
3.63,3.63,3.58,2.05,3034
3.63,3.62,3.58,2.04,3035
3.62,3.62,3.59,2.03,3036
3.62,3.62,3.58,2.03,3037
3.62,3.62,3.58,2.03,3038
3.63,3.63,3.58,2.04,3039
3.64,3.63,3.58,2.05,3040
3.64,3.63,3.58,2.05,3041
3.64,3.63,3.58,2.05,3042
3.64,3.63,3.59,2.05,3043
3.64,3.63,3.59,2.05,3044
3.64,3.63,3.58,2.05,3045
3.64,3.63,3.59,2.05,3046
3.64,3.63,3.59,2.05,3047
3.65,3.64,3.59,2.06,3048
3.66,3.64,3.6,2.07,3049
3.66,3.64,3.59,2.07,3050
3.66,3.65,3.6,2.08,3051
3.66,3.65,3.6,2.08,3052
3.65,3.64,3.61,2.07,3053
3.64,3.64,3.61,2.06,3054
3.64,3.64,3.6,2.06,3055
3.65,3.64,3.6,2.06,3056
3.66,3.64,3.6,2.08,3057
3.66,3.65,3.6,2.08,3058
3.65,3.64,3.61,2.07,3059
3.65,3.64,3.6,2.07,3060
3.65,3.64,3.6,2.07,3061
3.65,3.64,3.6,2.06,3062
3.65,3.64,3.6,2.06,3063
3.65,3.64,3.6,2.06,3064
3.65,3.64,3.6,2.06,3065
3.66,3.64,3.6,2.08,3066
3.65,3.64,3.6,2.08,3067
3.65,3.65,3.61,2.08,3068
3.65,3.64,3.61,2.08,3069
3.65,3.64,3.61,2.08,3070
3.64,3.64,3.61,2.07,3071
3.65,3.64,3.61,2.07,3072
3.65,3.64,3.61,2.08,3073
3.66,3.64,3.61,2.08,3074
3.66,3.65,3.61,2.07,3075
3.65,3.65,3.6,2.06,3076
3.65,3.64,3.6,2.06,3077
3.66,3.65,3.6,2.06,3078
3.66,3.65,3.59,2.06,3079
3.66,3.65,3.59,2.06,3080
3.66,3.65,3.6,2.08,3081
3.66,3.65,3.6,2.08,3082
3.66,3.64,3.6,2.08,3083
3.65,3.65,3.6,2.07,3084
3.65,3.65,3.6,2.07,3085
3.64,3.64,3.6,2.06,3086
3.64,3.64,3.59,2.06,3087
3.64,3.64,3.6,2.07,3088
3.65,3.64,3.6,2.07,3089
3.64,3.64,3.6,2.06,3090
3.64,3.64,3.6,2.06,3091
3.66,3.65,3.6,2.08,3092
3.66,3.65,3.6,2.08,3093
3.66,3.65,3.61,2.08,3094
3.66,3.65,3.6,2.08,3095
3.66,3.65,3.6,2.08,3096
3.65,3.65,3.6,2.07,3097
3.64,3.64,3.6,2.07,3098
3.64,3.64,3.6,2.05,3099
3.63,3.63,3.59,2.05,3100
3.63,3.63,3.59,2.05,3101
