gm102b,gm302b,gm502b,gm702b,time(sec)
1.84,1.86,1.88,3.6,405
1.84,1.86,1.88,3.6,406
1.85,1.86,1.88,3.61,407
1.85,1.87,1.88,3.61,408
1.86,1.87,1.89,3.62,409
1.86,1.88,1.89,3.62,410
1.87,1.87,1.89,3.63,411
1.87,1.88,1.9,3.63,412
1.88,1.88,1.9,3.64,413
1.89,1.89,1.9,3.64,414
1.89,1.89,1.9,3.65,415
1.89,1.89,1.9,3.65,416
1.9,1.89,1.91,3.65,417
1.9,1.9,1.91,3.66,418
1.9,1.9,1.92,3.66,419
1.91,1.9,1.92,3.67,420
1.91,1.9,1.92,3.68,421
1.92,1.91,1.92,3.68,422
1.92,1.91,1.93,3.69,423
1.92,1.91,1.93,3.69,424
1.93,1.91,1.93,3.7,425
1.93,1.91,1.93,3.7,426
1.93,1.91,1.94,3.7,427
1.92,1.91,1.94,3.71,428
1.93,1.91,1.94,3.71,429
1.93,1.91,1.94,3.71,430
1.92,1.92,1.94,3.71,431
1.93,1.92,1.95,3.71,432
1.92,1.92,1.95,3.72,433
1.92,1.92,1.95,3.71,434
1.92,1.92,1.95,3.71,435
1.92,1.91,1.95,3.71,436
1.92,1.91,1.95,3.72,437
1.92,1.92,1.95,3.71,438
1.91,1.92,1.95,3.71,439
1.91,1.91,1.95,3.7,440
1.91,1.91,1.95,3.7,441
1.91,1.91,1.95,3.7,442
1.91,1.91,1.95,3.7,443
1.9,1.91,1.95,3.7,444
1.91,1.91,1.95,3.69,445
1.9,1.91,1.95,3.69,446
1.9,1.91,1.95,3.69,447
1.9,1.91,1.95,3.69,448
1.9,1.91,1.95,3.69,449
1.89,1.91,1.95,3.68,450
1.89,1.91,1.95,3.68,451
1.89,1.91,1.95,3.67,452
1.89,1.91,1.95,3.67,453
1.89,1.91,1.95,3.66,454
1.89,1.91,1.95,3.66,455
1.89,1.91,1.95,3.66,456
1.89,1.91,1.95,3.66,457
1.88,1.91,1.95,3.66,458
1.88,1.91,1.95,3.66,459
1.88,1.91,1.95,3.65,460
1.88,1.91,1.95,3.65,461
1.88,1.91,1.96,3.65,462
1.88,1.91,1.95,3.65,463
1.88,1.91,1.95,3.65,464
1.88,1.91,1.95,3.64,465
1.88,1.91,1.95,3.65,466
